# PEM 官网栏目页编目字段的中文译文
#
# key        —— 官网原文，去重键，须与 pem_official_data.py 里的抓取原文逐字一致
# zh / en    —— 两个语种的文本；en 即 key 本身
# confidence —— 官方 / AI / 存疑，只描述「译出来的那一半」
#
# 由 meta_fill_official_pem.py 增量补写，可直接手工编辑。
# **译名必须留在本文件**：set_meta 按 source_key 清空重写，只改数据库的话重跑就没了。
kind,key,zh,en,confidence
pem_official,1887-1892,1887—1892 年,1887-1892,AI
pem_official,1889,1889 年,1889,AI
pem_official,1893-95,1893—1895 年,1893-95,AI
pem_official,18th century,18 世纪,18th century,AI
pem_official,18th or 19th century,18 或 19 世纪,18th or 19th century,AI
pem_official,1907-08,1907–08,1907-08,AI
pem_official,1910,1910,1910,AI
pem_official,1911,1911,1911,AI
pem_official,1913,1913,1913,AI
pem_official,1925,1925,1925,AI
pem_official,1927,1927,1927,AI
pem_official,1931,1931,1931,AI
pem_official,1934,1934,1934,AI
pem_official,1940s,20 世纪 40 年代,1940s,AI
pem_official,1941,1941,1941,AI
pem_official,1947-48,1947–48,1947-48,AI
pem_official,1951,1951,1951,AI
pem_official,1967-73,1967–73,1967-73,AI
pem_official,1973,1973,1973,AI
pem_official,"1975, printed 1977",1975 年，1977 年印制,"1975, printed 1977",AI
pem_official,1978,1978,1978,AI
pem_official,1979,1979,1979,AI
pem_official,1980,1980,1980,AI
pem_official,1981,1981,1981,AI
pem_official,1983,1983,1983,AI
pem_official,1984,1984,1984,AI
pem_official,1987,1987,1987,AI
pem_official,1989,1989,1989,AI
pem_official,1993,1993,1993,AI
pem_official,1995,1995,1995,AI
pem_official,1998,1998,1998,AI
pem_official,19th century,19 世纪,19th century,官方
pem_official,2000,2000,2000,AI
pem_official,2003,2003,2003,AI
pem_official,2006,2006,2006,AI
pem_official,2008,2008 年,2008,官方
pem_official,2010s,21 世纪 10 年代,2010s,AI
pem_official,2011-12,2011–12,2011-12,AI
pem_official,2012,2012,2012,AI
pem_official,2014,2014,2014,AI
pem_official,2015,2015,2015,AI
pem_official,2017,2017 年,2017,官方
pem_official,2018,2018,2018,AI
pem_official,2019,2019,2019,AI
pem_official,2019-21,2019–21,2019-21,AI
pem_official,2021,2021,2021,AI
pem_official,20th century,20 世纪,20th century,AI
pem_official,6th-5th century B.C.E.,公元前 6–5 世纪,6th-5th century B.C.E.,AI
pem_official,"A. B. Cross Photography Studio, Salem, Massachusetts",A. B. Cross 摄影工作室，马萨诸塞州塞勒姆,"A. B. Cross Photography Studio, Salem, Massachusetts",AI
pem_official,A. Elmer Crowell,A. Elmer Crowell,A. Elmer Crowell,AI
pem_official,Acrylic and oil on canvas,丙烯和油彩画布,Acrylic and oil on canvas,AI
pem_official,Acrylic on canvas,丙烯画布,Acrylic on canvas,AI
pem_official,Acrylic paint,丙烯颜料,Acrylic paint,AI
pem_official,"Acrylic, oil, and saponified wax on canvas",丙烯、油彩和皂化蜡画布,"Acrylic, oil, and saponified wax on canvas",AI
pem_official,"Adam Dirckz (around 1500, Netherlands) and workshop",Adam Dirckz（约 1500 年，荷兰）及其作坊,"Adam Dirckz (around 1500, Netherlands) and workshop",AI
pem_official,"Alan Michelson (Mohawk member of the Six Nations of the Grand River, b. 1953)",Alan Michelson（大河六族莫霍克族成员，生于 1953 年）,"Alan Michelson (Mohawk member of the Six Nations of the Grand River, b. 1953)",AI
pem_official,"Albert Sands Southworth (1811-1894, United States) and Josiah Johnson Hawes (1808-1901, United States)",Albert Sands Southworth（1811–1894 年，美国）和 Josiah Johnson Hawes（1808–1901 年，美国）,"Albert Sands Southworth (1811-1894, United States) and Josiah Johnson Hawes (1808-1901, United States)",AI
pem_official,Albumen print,蛋白印相,Albumen print,AI
pem_official,Albumen print with hand coloring,手工着色蛋白印相,Albumen print with hand coloring,AI
pem_official,Alison Saar,Alison Saar,Alison Saar,AI
pem_official,Aluminum with powder coat and automotive paint,铝，粉末涂层与汽车漆,Aluminum with powder coat and automotive paint,官方
pem_official,"Anonymous donor, 2000",2000 年匿名捐赠人捐赠,"Anonymous donor, 2000",AI
pem_official,"Anonymous gift, 1922",1922 年匿名捐赠,"Anonymous gift, 1922",AI
pem_official,"Anonymous gift, 2001",2001 年匿名捐赠,"Anonymous gift, 2001",AI
pem_official,"Archival pigment print from wet plate collodion scan, printed 2021",根据湿版火棉胶扫描件制作的档案颜料印相，2021 年印制,"Archival pigment print from wet plate collodion scan, printed 2021",AI
pem_official,Argillite,硅质页岩,Argillite,AI
pem_official,Artist (possibly Makonde) near Lake Malawi,马拉维湖附近的艺术家（可能为马孔德族）,Artist (possibly Makonde) near Lake Malawi,AI
pem_official,Artist in China,中国艺术家,Artist in China,AI
pem_official,Artist in Ethiopia,埃塞俄比亚艺术家,Artist in Ethiopia,AI
pem_official,Artist in Korea,韩国境内艺术家,Artist in Korea,AI
pem_official,Artist in Massachusetts,马萨诸塞州艺术家,Artist in Massachusetts,AI
pem_official,Artist in Mexico,墨西哥艺术家,Artist in Mexico,AI
pem_official,"Artist in Salem, United States",美国塞勒姆艺术家,"Artist in Salem, United States",AI
pem_official,Artist in South Africa,南非艺术家,Artist in South Africa,AI
pem_official,"Artist in Virginia and Mary Scheier (1908-2007, United States)",弗吉尼亚州艺术家和 Mary Scheier（1908—2007，美国）,"Artist in Virginia and Mary Scheier (1908-2007, United States)",AI
pem_official,Artist in the United Kingdom,英国艺术家,Artist in the United Kingdom,AI
pem_official,Artist in the United States,美国艺术家,Artist in the United States,AI
pem_official,Artist not identified,艺术家不详,Artist not identified,AI
pem_official,"Artists from the North Shore, Massachusetts",来自马萨诸塞州北岸的艺术家,"Artists from the North Shore, Massachusetts",AI
pem_official,"Artists in Arita, Japan",日本有田艺术家,"Artists in Arita, Japan",AI
pem_official,"Artists in Beijing, China",中国北京艺术家,"Artists in Beijing, China",AI
pem_official,Artists in China,中国艺术家,Artists in China,AI
pem_official,Artists in England,英格兰艺术家,Artists in England,AI
pem_official,"Artists in Goa, India, or Sri Lanka",印度果阿或斯里兰卡艺术家,"Artists in Goa, India, or Sri Lanka",AI
pem_official,"Artists in Guangzhou, China",中国广州艺术家,"Artists in Guangzhou, China",AI
pem_official,"Artists in Gujarat, India",印度古吉拉特邦艺术家,"Artists in Gujarat, India",AI
pem_official,Artists in India,印度艺术家,Artists in India,AI
pem_official,Artists in Italy,意大利艺术家,Artists in Italy,AI
pem_official,Artists in Japan,日本境内艺术家,Artists in Japan,AI
pem_official,"Artists in Jingdezhen, China",中国景德镇艺术家,"Artists in Jingdezhen, China",AI
pem_official,"Artists in Jingdezhen, China, and Peter Wiber (active 1603-1641, Germany)",中国景德镇艺术家和 Peter Wiber（活跃于 1603—1641 年，德国）,"Artists in Jingdezhen, China, and Peter Wiber (active 1603-1641, Germany)",AI
pem_official,"Artists in Kerala, India",印度喀拉拉邦艺术家,"Artists in Kerala, India",AI
pem_official,"Artists in Kolkata, India",印度加尔各答艺术家,"Artists in Kolkata, India",AI
pem_official,Artists in Korea,韩国艺术家,Artists in Korea,AI
pem_official,Artists in Mexico,墨西哥艺术家,Artists in Mexico,AI
pem_official,"Artists in Nagasaki, Japan",日本长崎艺术家,"Artists in Nagasaki, Japan",AI
pem_official,Artists in Paris,巴黎艺术家,Artists in Paris,AI
pem_official,"Artists in Visakhapatnam, India",印度维沙卡帕特南艺术家,"Artists in Visakhapatnam, India",AI
pem_official,Artists in southern China,中国南方艺术家,Artists in southern China,AI
pem_official,Artists in the United Kingdom and the United States,英国和美国艺术家,Artists in the United Kingdom and the United States,AI
pem_official,Artists in the United States,美国艺术家,Artists in the United States,AI
pem_official,"Artists on the Coromandel Coast, India",印度科罗曼德尔海岸艺术家,"Artists on the Coromandel Coast, India",AI
pem_official,"Attributed to Vincent Chevalier (1771-1841, France)",传为 Vincent Chevalier（1771—1841，法国）所作,"Attributed to Vincent Chevalier (1771-1841, France)",AI
pem_official,"Attributed to William Rush (1756-1833, United States)",传为威廉·拉什（1756—1833，美国）创作,"Attributed to William Rush (1756-1833, United States)",AI
pem_official,"Attributed to the School of Giovanni Niccolo and the Jesuit Seminary workshop, Kyushu, Japan",传为 Giovanni Niccolo 画派及日本九州耶稣会神学院作坊所作,"Attributed to the School of Giovanni Niccolo and the Jesuit Seminary workshop, Kyushu, Japan",AI
pem_official,Atul Dodiya,Atul Dodiya,Atul Dodiya,AI
pem_official,"August 30, 1824",1824 年 8 月 30 日,"August 30, 1824",AI
pem_official,Augustus Fowler,Augustus Fowler,Augustus Fowler,AI
pem_official,Austral Islands,奥斯特拉尔群岛,Austral Islands,AI
pem_official,Baganda artist in Uganda,乌干达巴干达人艺术家,Baganda artist in Uganda,AI
pem_official,"Bamboo, rattan, wood, and bone",竹、藤、木和骨,"Bamboo, rattan, wood, and bone",AI
pem_official,Basalt,玄武岩,Basalt,AI
pem_official,"Bassett-Lowke Ltd (Northampton, United Kingdom)",Bassett-Lowke Ltd（英国北安普敦）,"Bassett-Lowke Ltd (Northampton, United Kingdom)",AI
pem_official,"Bernice Akimine (Native Hawaiian, b. 1949)",Bernice Akimine（夏威夷原住民，1949 年生）,"Bernice Akimine (Native Hawaiian, b. 1949)",AI
pem_official,Bethany Collins,Bethany Collins,Bethany Collins,AI
pem_official,Biren De,Biren De,Biren De,AI
pem_official,"Blown glass, cast glass, steel, cast resin, silicone, acrylic, polyvinyl chloride tubing, and water and rum essence, with multichannel sound installation",吹制玻璃、铸造玻璃、钢、铸造树脂、硅胶、丙烯酸、聚氯乙烯管，以及水和朗姆酒精华，配多声道声音装置,"Blown glass, cast glass, steel, cast resin, silicone, acrylic, polyvinyl chloride tubing, and water and rum essence, with multichannel sound installation",AI
pem_official,Bombax wood,木棉木,Bombax wood,AI
pem_official,Book with 100 laser-cut leaves,含 100 张激光切割书页的书,Book with 100 laser-cut leaves,AI
pem_official,Book with leather cover and encased bullet,皮革封面、内嵌子弹的书,Book with leather cover and encased bullet,AI
pem_official,Book; watercolor and ink on paper,书；纸本水彩、墨,Book; watercolor and ink on paper,AI
pem_official,"Bouke de Vries (b. 1960, The Netherlands)",Bouke de Vries（1960 年生，荷兰）,"Bouke de Vries (b. 1960, The Netherlands)",AI
pem_official,"Brass, mahogany, and glass",黄铜、桃花心木和玻璃,"Brass, mahogany, and glass",AI
pem_official,"Broadcloth with gilt braid, buckskin, and wool felt",饰金线编带的呢料、鹿皮和羊毛毡,"Broadcloth with gilt braid, buckskin, and wool felt",AI
pem_official,Carbon print,碳素印相,Carbon print,AI
pem_official,"Carla Fernandez (Mexican, b. 1973)",Carla Fernandez（墨西哥人，1973 年生）,"Carla Fernandez (Mexican, b. 1973)",AI
pem_official,Carved and painted pine,雕刻并彩绘的松木,Carved and painted pine,AI
pem_official,Carved boxwood,雕刻黄杨木,Carved boxwood,AI
pem_official,Cast bronze,铸 bronze,Cast bronze,AI
pem_official,Chahta (Choctaw),Chahta（乔克托族）,Chahta (Choctaw),AI
pem_official,"Chahta (Choctaw) artist, name once known",查塔（乔克托）艺术家，姓名曾为人所知,"Chahta (Choctaw) artist, name once known",AI
pem_official,"Charles Osgood (1809-1890, United States)",Charles Osgood（1809—1890，美国）,"Charles Osgood (1809-1890, United States)",AI
pem_official,Charles Sandison,Charles Sandison,Charles Sandison,AI
pem_official,"Charles Sekano (born 1943, South Africa)",Charles Sekano（1943 年生，南非）,"Charles Sekano (born 1943, South Africa)",AI
pem_official,"Charlotte Olympia, United Kingdom",Charlotte Olympia，英国,"Charlotte Olympia, United Kingdom",AI
pem_official,Cherokee Nation,切罗基民族,Cherokee Nation,AI
pem_official,Childe Hassam,奇尔德·哈萨姆,Childe Hassam,AI
pem_official,"Chinese, Japanese, and French porcelain and French gilded bronze",中国、日本和法国瓷器及法国鎏金青铜,"Chinese, Japanese, and French porcelain and French gilded bronze",AI
pem_official,Chumash,丘马什,Chumash,AI
pem_official,"Chumash artist, name once known",丘马什艺术家，姓名曾为人所知,"Chumash artist, name once known",AI
pem_official,"Claire McCardell, for Townley Frocks Inc.",Claire McCardell，为 Townley Frocks Inc. 设计,"Claire McCardell, for Townley Frocks Inc.",AI
pem_official,Cockhill Pit Factory,Cockhill Pit 工厂,Cockhill Pit Factory,AI
pem_official,"Coconut fiber, porpoise teeth, beads",椰壳纤维、鼠海豚牙齿、珠子,"Coconut fiber, porpoise teeth, beads",AI
pem_official,"Coconut fiber, wood, shell",椰壳纤维、木材、贝壳,"Coconut fiber, wood, shell",AI
pem_official,"Cody Sanderson (Dine (Navajo) and Hopi, b. 1964)",Cody Sanderson（迪内（纳瓦霍）和霍皮族，1964 年生）,"Cody Sanderson (Dine (Navajo) and Hopi, b. 1964)",AI
pem_official,"Commission, 2012. Museum purchase, by exchange",委托制作，2012 年。博物馆购藏，以交换方式取得,"Commission, 2012. Museum purchase, by exchange",AI
pem_official,"Commission, 2015. Museum purchase",委托制作，2015 年。博物馆购藏,"Commission, 2015. Museum purchase",AI
pem_official,"Commissioned by Edward Sylvester Morse for PEM, 1883",Edward Sylvester Morse 为 PEM 委托制作，1883 年,"Commissioned by Edward Sylvester Morse for PEM, 1883",AI
pem_official,"Commissioned by the East India Marine Society, 1835",东印度海洋协会委托制作，1835 年,"Commissioned by the East India Marine Society, 1835",AI
pem_official,Commissioned by the Peabody Essex Museum in 2010 and reiterated in 2019,2010 年由皮博迪·埃塞克斯博物馆委托制作，2019 年再次确认,Commissioned by the Peabody Essex Museum in 2010 and reiterated in 2019,AI
pem_official,Computer-generated data projection,计算机生成数据投影,Computer-generated data projection,AI
pem_official,Cotton,棉,Cotton,AI
pem_official,Cotton and silk,棉和丝绸,Cotton and silk,AI
pem_official,Cotton embroidered with silk and metal,丝绸和金属刺绣棉布,Cotton embroidered with silk and metal,AI
pem_official,"Cotton, hemp, copper alloy, and iron",棉、麻、铜合金和铁,"Cotton, hemp, copper alloy, and iron",AI
pem_official,"Cotton, linen, and silk, assembled in the Netherlands",棉、亚麻和丝绸，在荷兰组装,"Cotton, linen, and silk, assembled in the Netherlands",AI
pem_official,Cut glass,切割玻璃,Cut glass,AI
pem_official,Cyanotype print,蓝晒照片,Cyanotype print,AI
pem_official,"Daguerreotype, half plate",半板达盖尔银版照片,"Daguerreotype, half plate",AI
pem_official,"Daguerreotype, whole plate",整板达盖尔银版照片,"Daguerreotype, whole plate",AI
pem_official,Dakota,达科他,Dakota,AI
pem_official,"Dakota artist, name once known",达科他艺术家，姓名曾为人所知,"Dakota artist, name once known",AI
pem_official,Democratic Republic of the Congo,刚果民主共和国,Democratic Republic of the Congo,AI
pem_official,Democratic Republic of the Congo or Republic of the Congo,刚果民主共和国或刚果共和国,Democratic Republic of the Congo or Republic of the Congo,AI
pem_official,"Digital video, looped, edition 2/5",数字视频，循环播放，2/5 版,"Digital video, looped, edition 2/5",AI
pem_official,"Dine, Navajo",迪内，纳瓦霍,"Dine, Navajo",AI
pem_official,"Door hinges, wood doors, and metal armature",门铰链、木门和金属骨架,"Door hinges, wood doors, and metal armature",AI
pem_official,"Dutch gilt leather and wool, European-printed cotton lining, and silk trim",荷兰鎏金皮革和羊毛、欧洲印花棉布衬里以及丝绸饰边,"Dutch gilt leather and wool, European-printed cotton lining, and silk trim",AI
pem_official,E. Ambrose Webster,E. Ambrose Webster,E. Ambrose Webster,AI
pem_official,"Ebony, inlaid ivory, cane, and lac",乌木、镶嵌象牙、藤条和虫胶,"Ebony, inlaid ivory, cane, and lac",AI
pem_official,Edward Ludlow Mooney,Edward Ludlow Mooney,Edward Ludlow Mooney,AI
pem_official,Edward Sylvester Morse Collection,Edward Sylvester Morse 收藏,Edward Sylvester Morse Collection,AI
pem_official,"Edwin Hale Lincoln (1848-1938, United States)",Edwin Hale Lincoln（1848—1938，美国）,"Edwin Hale Lincoln (1848-1938, United States)",AI
pem_official,Embroidered and appliqued silk,刺绣和贴花丝绸,Embroidered and appliqued silk,AI
pem_official,Embroidered silk and metal fittings,刺绣丝绸和金属配件,Embroidered silk and metal fittings,AI
pem_official,Embroidered silk threads on silk damask,丝质提花缎地丝线刺绣,Embroidered silk threads on silk damask,AI
pem_official,Enamel on copper with ivory stand,铜胎珐琅，配象牙底座,Enamel on copper with ivory stand,AI
pem_official,Ethiopia,埃塞俄比亚,Ethiopia,AI
pem_official,Fall/Winter 2018,2018 年秋冬,Fall/Winter 2018,AI
pem_official,"Felice Beato (1832-1909, United Kingdom, born in Italy)",费利斯·贝阿托（1832—1909，英国，生于意大利）,"Felice Beato (1832-1909, United Kingdom, born in Italy)",AI
pem_official,Felrath Hines,Felrath Hines,Felrath Hines,AI
pem_official,Fiberglass and gilding,玻璃纤维和鎏金,Fiberglass and gilding,AI
pem_official,"Fiberglass coated with coal dust-infused resin, found metal and wood objects, and rope",涂覆掺入煤尘树脂的玻璃纤维、拾得的金属和木制物件以及绳索,"Fiberglass coated with coal dust-infused resin, found metal and wood objects, and rope",AI
pem_official,Fidelia Bridges,Fidelia Bridges,Fidelia Bridges,AI
pem_official,Fig tree bark and pigment,无花果树树皮和颜料,Fig tree bark and pigment,AI
pem_official,Fiji,斐济,Fiji,AI
pem_official,Fijian artist,斐济艺术家,Fijian artist,AI
pem_official,Filet de verre,玻璃丝网,Filet de verre,AI
pem_official,Fitz Henry Lane,菲茨·亨利·莱恩,Fitz Henry Lane,AI
pem_official,"Fitz Henry Lane (1804-1865, United States)",菲茨·亨利·莱恩（1804—1865，美国）,"Fitz Henry Lane (1804-1865, United States)",AI
pem_official,Frank G. Speck,Frank G. Speck,Frank G. Speck,AI
pem_official,"Frank Weston Benson (American, 1862-1951)",弗兰克·韦斯顿·本森（美国，1862—1951）,"Frank Weston Benson (American, 1862-1951)",AI
pem_official,"Frans Balthazar Solvyns (1760-1824, Belgium)",Frans Balthazar Solvyns（1760—1824，比利时）,"Frans Balthazar Solvyns (1760-1824, Belgium)",AI
pem_official,"Frederick Myrick (1808-1862, United States)",Frederick Myrick（1808—1862，美国）,"Frederick Myrick (1808-1862, United States)",AI
pem_official,G. Ravinder Reddy,G. Ravinder Reddy,G. Ravinder Reddy,AI
pem_official,Ga artist in Ghana,加纳的加族艺术家,Ga artist in Ghana,AI
pem_official,Gelatin silver print,明胶银盐照片,Gelatin silver print,AI
pem_official,"Geoffrey Beene (1927-2004, United States)",杰弗里·比恩（1927—2004，美国）,"Geoffrey Beene (1927-2004, United States)",AI
pem_official,"George Chinnery (1774-1852, United Kingdom)",乔治·钱纳利（1774—1852，英国）,"George Chinnery (1774-1852, United Kingdom)",AI
pem_official,George Crowninshield Jr.,George Crowninshield Jr.,George Crowninshield Jr.,AI
pem_official,"George Ropes (1788-1819, United States)",George Ropes（1788—1819，美国）,"George Ropes (1788-1819, United States)",AI
pem_official,George Ropes Jr.,George Ropes Jr.,George Ropes Jr.,AI
pem_official,"Gesso over paper, wood, and vegetable fiber",纸张、木材和植物纤维上的石膏涂层,"Gesso over paper, wood, and vegetable fiber",AI
pem_official,Ghana,加纳,Ghana,AI
pem_official,Gieve Patel,吉夫·帕特尔,Gieve Patel,AI
pem_official,"Gift in honor of Mr. and Mrs. Austin Cheney by their daughters, 1991",1991 年 Austin Cheney 夫妇的女儿敬赠，以纪念 Austin Cheney 先生和夫人,"Gift in honor of Mr. and Mrs. Austin Cheney by their daughters, 1991",AI
pem_official,"Gift of Alvin P. Johnson, 1950",1950 年 Alvin P. Johnson 捐赠,"Gift of Alvin P. Johnson, 1950",AI
pem_official,"Gift of Annie L. Cutts, 1958",1958 年 Annie L. Cutts 捐赠,"Gift of Annie L. Cutts, 1958",AI
pem_official,"Gift of Arthur C. Phillips, 1978",1978 年 Arthur C. Phillips 捐赠,"Gift of Arthur C. Phillips, 1978",AI
pem_official,"Gift of Augustus Peabody Loring Jr., 1946",1946 年 Augustus Peabody Loring Jr. 捐赠,"Gift of Augustus Peabody Loring Jr., 1946",AI
pem_official,"Gift of Captain Benjamin Carpenter, 1800-1802",1800—1802 年 Captain Benjamin Carpenter 捐赠,"Gift of Captain Benjamin Carpenter, 1800-1802",AI
pem_official,"Gift of Captain Benjamin Carpenter, 1804",1804 年 Captain Benjamin Carpenter 捐赠,"Gift of Captain Benjamin Carpenter, 1804",AI
pem_official,"Gift of Captain George Hodges, 1821",1821 年 Captain George Hodges 捐赠,"Gift of Captain George Hodges, 1821",AI
pem_official,"Gift of Captain James Buffington Briggs/Capt. Benjamin Vanderford, 1823",1823 年 Captain James Buffington Briggs/Capt. Benjamin Vanderford 捐赠,"Gift of Captain James Buffington Briggs/Capt. Benjamin Vanderford, 1823",AI
pem_official,"Gift of Captain John Bradshaw, 1832",1832 年 Captain John Bradshaw 捐赠,"Gift of Captain John Bradshaw, 1832",AI
pem_official,"Gift of Captain Richard Wheatland, 1803",1803 年 Captain Richard Wheatland 捐赠,"Gift of Captain Richard Wheatland, 1803",AI
pem_official,"Gift of Captain Samuel Dudley Tucker, 1807",1807 年 Captain Samuel Dudley Tucker 捐赠,"Gift of Captain Samuel Dudley Tucker, 1807",AI
pem_official,"Gift of Captain Samuel G. Derby, 1803",1803 年 Captain Samuel G. Derby 捐赠,"Gift of Captain Samuel G. Derby, 1803",AI
pem_official,"Gift of Captain William Story, about 1804",约 1804 年 Captain William Story 捐赠,"Gift of Captain William Story, about 1804",AI
pem_official,Gift of Carl and Betty Pforzheimer,Carl 和 Betty Pforzheimer 捐赠,Gift of Carl and Betty Pforzheimer,AI
pem_official,Gift of Carol and Jeffrey Horvitz,Carol 与 Jeffrey Horvitz 捐赠,Gift of Carol and Jeffrey Horvitz,官方
pem_official,"Gift of Cecilia Colledge, 2003",2003 年 Cecilia Colledge 捐赠,"Gift of Cecilia Colledge, 2003",AI
pem_official,Gift of Charles Franklin Sayre,Charles Franklin Sayre 捐赠,Gift of Charles Franklin Sayre,AI
pem_official,"Gift of Charles R. and Elizabeth C. Langmuir, 1979",1979 年 Charles R. 和 Elizabeth C. Langmuir 捐赠,"Gift of Charles R. and Elizabeth C. Langmuir, 1979",AI
pem_official,"Gift of Chester and Davida Herwitz, 2002",2002 年 Chester 和 Davida Herwitz 捐赠,"Gift of Chester and Davida Herwitz, 2002",AI
pem_official,"Gift of Clifford Crowninshield and Matthew Folger, 1802",1802 年 Clifford Crowninshield 和 Matthew Folger 捐赠,"Gift of Clifford Crowninshield and Matthew Folger, 1802",AI
pem_official,"Gift of Cunard Line Ltd., 1970",1970 年 Cunard Line Ltd. 捐赠,"Gift of Cunard Line Ltd., 1970",AI
pem_official,"Gift of Cynthia M. Nadai, in memory and honor of Edwin Morgan",Cynthia M. Nadai 捐赠，以纪念并致敬 Edwin Morgan,"Gift of Cynthia M. Nadai, in memory and honor of Edwin Morgan",AI
pem_official,"Gift of Dorothy Fisher, widow of the artist",艺术家遗孀 Dorothy Fisher 捐赠,"Gift of Dorothy Fisher, widow of the artist",AI
pem_official,"Gift of Dr. Charles Goddard Weld, 1889",1889 年 Dr. Charles Goddard Weld 捐赠,"Gift of Dr. Charles Goddard Weld, 1889",AI
pem_official,"Gift of Dr. Charles Goddard Weld, 1899",1899 年 Dr. Charles Goddard Weld 捐赠,"Gift of Dr. Charles Goddard Weld, 1899",AI
pem_official,"Gift of Dr. Charles Goddard Weld, 1904",1904 年 Charles Goddard Weld 医生捐赠,"Gift of Dr. Charles Goddard Weld, 1904",官方
pem_official,"Gift of Dr. Charles Goddard Weld, 1905",1905 年 Dr. Charles Goddard Weld 捐赠,"Gift of Dr. Charles Goddard Weld, 1905",AI
pem_official,"Gift of Dr. Charles Goddard Weld, 1909",1909 年 Charles Goddard Weld 医生捐赠,"Gift of Dr. Charles Goddard Weld, 1909",官方
pem_official,"Gift of Dr. Charles Goddard Weld, 1910",1910 年 Dr. Charles Goddard Weld 捐赠,"Gift of Dr. Charles Goddard Weld, 1910",AI
pem_official,"Gift of Dr. Charles Heald, 1955",1955 年 Dr. Charles Heald 捐赠,"Gift of Dr. Charles Heald, 1955",AI
pem_official,"Gift of Dr. E. D. Lovejoy, 1937",1937 年 Dr. E. D. Lovejoy 捐赠,"Gift of Dr. E. D. Lovejoy, 1937",AI
pem_official,Gift of Dr. Frank G. Speck,Dr. Frank G. Speck 捐赠,Gift of Dr. Frank G. Speck,AI
