# 文化点位名称
#
# key        —— 原文，去重键，须与源 Excel 逐字一致，不要改
# zh / en    —— 两个语种的文本；原文那一侧已填好，另一侧待译
# confidence —— 官方 / AI / 存疑，只描述「译出来的那一半」
#                官方 = 通行的既定译名（Louvre = 卢浮宫）
#                AI   = 机器翻译，正常可用
#                存疑 = 拿不准，优先人工复核（grep 存疑 即可捞出）
#
# 本文件由 make_translation_skeleton.py 生成与增量更新，可直接手工编辑。
kind,key,zh,en,confidence
site_name,Moderna Museet,现代美术馆,Moderna Museet,官方
site_name,Mori Art Museum,森美术馆,Mori Art Museum,官方
site_name,Moscow Kremlin Museums,莫斯科克里姆林宫博物馆,Moscow Kremlin Museums,官方
site_name,Munch Museum (MUNCH),蒙克博物馆,Munch Museum (MUNCH),官方
site_name,Museo Egizio,都灵埃及博物馆,Museo Egizio,官方
site_name,Museo Nacional de Antropología,国立人类学博物馆,Museo Nacional de Antropología,官方
site_name,Museo Reina Sofía,索菲亚王后国家艺术中心博物馆,Museo Reina Sofía,官方
site_name,Museo Soumaya,索玛雅博物馆,Museo Soumaya,官方
site_name,Museo del Prado,普拉多博物馆,Museo del Prado,官方
site_name,Museu Nacional d'Art de Catalunya (MNAC),加泰罗尼亚国家艺术博物馆,Museu Nacional d'Art de Catalunya (MNAC),官方
site_name,Museu Nacional de Arte Antiga,国立古代艺术博物馆,Museu Nacional de Arte Antiga,官方
site_name,Museu Picasso,毕加索博物馆（巴塞罗那）,Museu Picasso,官方
site_name,Museum of Anthropology UBC,不列颠哥伦比亚大学人类学博物馆,Museum of Anthropology UBC,官方
site_name,Museum of Contemporary Art Australia,澳大利亚当代艺术博物馆,Museum of Contemporary Art Australia,官方
site_name,Museum of European and Mediterranean Civilisations (MUCEM),欧洲与地中海文明博物馆,Museum of European and Mediterranean Civilisations (MUCEM),官方
site_name,"Museum of Fine Arts, Bilbao",毕尔巴鄂美术馆,"Museum of Fine Arts, Bilbao",官方
site_name,"Museum of Fine Arts, Boston",波士顿美术馆,"Museum of Fine Arts, Boston",官方
site_name,"Museum of Fine Arts, Houston",休斯顿美术馆,"Museum of Fine Arts, Houston",官方
site_name,Museum of Islamic Art,伊斯兰艺术博物馆,Museum of Islamic Art,官方
site_name,Museum of London / London Museum,伦敦博物馆,Museum of London / London Museum,官方
site_name,Museum of Modern Art,现代艺术博物馆,Museum of Modern Art,官方
site_name,Museum of New Zealand Te Papa Tongarewa,新西兰蒂帕帕国家博物馆,Museum of New Zealand Te Papa Tongarewa,官方
site_name,Museum of Old and New Art (MONA),古今艺术博物馆,Museum of Old and New Art (MONA),官方
site_name,Museum of Science and Industry,科学与工业博物馆,Museum of Science and Industry,官方
site_name,Museum of the Future,未来博物馆,Museum of the Future,官方
site_name,Musée Carnavalet,卡纳瓦莱博物馆,Musée Carnavalet,官方
site_name,Musée Magritte,马格利特博物馆,Musée Magritte,官方
site_name,Musée Marmottan Monet,马摩丹莫奈博物馆,Musée Marmottan Monet,官方
site_name,Musée Rodin,罗丹博物馆,Musée Rodin,官方
site_name,Musée d'Orsay,奥赛博物馆,Musée d'Orsay,官方
site_name,Musée de l'Orangerie,橘园美术馆,Musée de l'Orangerie,官方
site_name,Musée du quai Branly,凯布朗利博物馆,Musée du quai Branly,官方
site_name,NGV International (National Gallery of Victoria),维多利亚国立美术馆国际馆,NGV International (National Gallery of Victoria),官方
site_name,Nara National Museum,奈良国立博物馆,Nara National Museum,官方
site_name,"National Art Center, Tokyo",国立新美术馆,"National Art Center, Tokyo",官方
site_name,National Folk Museum of Korea,韩国国立民俗博物馆,National Folk Museum of Korea,官方
site_name,National Gallery,英国国家美术馆,National Gallery,官方
site_name,National Gallery Singapore,新加坡国家美术馆,National Gallery Singapore,官方
site_name,National Gallery of Art,美国国家美术馆,National Gallery of Art,官方
site_name,National Gallery of Canada,加拿大国家美术馆,National Gallery of Canada,官方
site_name,National Gallery of Ireland,爱尔兰国家美术馆,National Gallery of Ireland,官方
site_name,National Gallery of Victoria (NGV),维多利亚国立美术馆,National Gallery of Victoria (NGV),官方
site_name,National Maritime Museum,国家海事博物馆,National Maritime Museum,官方
site_name,National Museum in Kraków,克拉科夫国家博物馆,National Museum in Kraków,官方
site_name,National Museum of African American Music,美国非裔音乐国家博物馆,National Museum of African American Music,AI
site_name,National Museum of African-American History and Culture,美国非裔历史与文化国家博物馆,National Museum of African-American History and Culture,官方
site_name,National Museum of Anthropology (Mexico),国立人类学博物馆（墨西哥）,National Museum of Anthropology (Mexico),官方
site_name,National Museum of Anthropology – Lisbon (Museu Nacional de Arqueologia),里斯本国家考古博物馆,National Museum of Anthropology – Lisbon (Museu Nacional de Arqueologia),官方
site_name,"National Museum of Art, Architecture and Design",国家艺术、建筑与设计博物馆,"National Museum of Art, Architecture and Design",官方
site_name,National Museum of China,中国国家博物馆,National Museum of China,官方
site_name,National Museum of History,国立历史博物馆,National Museum of History,官方
site_name,National Museum of Iraq,伊拉克国家博物馆,National Museum of Iraq,官方
site_name,National Museum of Korea,韩国国立中央博物馆,National Museum of Korea,官方
site_name,National Museum of Modern and Contemporary Art (Seoul branch),国立现代美术馆（首尔馆）,National Museum of Modern and Contemporary Art (Seoul branch),官方
site_name,National Museum of Qatar,卡塔尔国家博物馆,National Museum of Qatar,官方
site_name,National Museum of Scotland,苏格兰国家博物馆,National Museum of Scotland,官方
site_name,National Museum of Singapore,新加坡国家博物馆,National Museum of Singapore,官方
site_name,National Museum of Warsaw,华沙国家博物馆,National Museum of Warsaw,官方
site_name,"National Museum of Western Art, Tokyo",国立西洋美术馆,"National Museum of Western Art, Tokyo",官方
site_name,National Palace Museum,台北故宫博物院,National Palace Museum,官方
site_name,National Portrait Gallery,国家肖像馆,National Portrait Gallery,官方
site_name,Nationalmuseum,瑞典国立博物馆,Nationalmuseum,官方
site_name,Natural History Museum,自然历史博物馆,Natural History Museum,官方
site_name,Naturalis Biodiversity Center,荷兰自然生物多样性中心,Naturalis Biodiversity Center,官方
site_name,Neues Museum,新博物馆,Neues Museum,官方
site_name,Nezu Museum,根津美术馆,Nezu Museum,官方
site_name,Nobel Prize Museum,诺贝尔奖博物馆,Nobel Prize Museum,官方
site_name,Palace Museum (Forbidden City),故宫博物院（紫禁城）,Palace Museum (Forbidden City),官方
site_name,Palacio de Bellas Artes,美术宫,Palacio de Bellas Artes,官方
site_name,Palais de Tokyo,东京宫,Palais de Tokyo,官方
site_name,Palazzo Grassi,格拉西宫,Palazzo Grassi,官方
site_name,Palazzo Pitti,皮蒂宫,Palazzo Pitti,官方
site_name,"Palazzo Reale, Milan",米兰王宫,"Palazzo Reale, Milan",官方
site_name,Peggy Guggenheim Collection,佩姬·古根海姆收藏馆,Peggy Guggenheim Collection,官方
site_name,Pera Museum,佩拉博物馆,Pera Museum,官方
site_name,Pergamon Museum,佩加蒙博物馆,Pergamon Museum,官方
site_name,Petersen Automotive Museum,彼得森汽车博物馆,Petersen Automotive Museum,官方
site_name,Petit Palais,小皇宫,Petit Palais,官方
site_name,Philadelphia Museum of Art,费城艺术博物馆,Philadelphia Museum of Art,官方
site_name,Picasso Museum (Musée Picasso Paris),毕加索博物馆（巴黎）,Picasso Museum (Musée Picasso Paris),官方
site_name,Picasso Museum Barcelona,巴塞罗那毕加索博物馆,Picasso Museum Barcelona,官方
site_name,Pinacoteca di Brera,布雷拉画廊,Pinacoteca di Brera,官方
site_name,Pinacoteca do Estado de São Paulo,圣保罗州立美术馆,Pinacoteca do Estado de São Paulo,官方
site_name,Pinakothek der Moderne,现代绘画陈列馆,Pinakothek der Moderne,官方
site_name,Pompeii Archaeological Park (and Museum),庞贝考古公园（及博物馆）,Pompeii Archaeological Park (and Museum),官方
site_name,Pompidou Center,蓬皮杜中心,Pompidou Center,官方
site_name,Powerhouse Museum / Powerhouse Ultimo,动力博物馆,Powerhouse Museum / Powerhouse Ultimo,官方
site_name,Punta della Dogana,海关角美术馆,Punta della Dogana,官方
site_name,Pushkin Museum,普希金造型艺术博物馆,Pushkin Museum,官方
site_name,Queensland Art Gallery & GOMA,昆士兰美术馆与现代艺术馆,Queensland Art Gallery & GOMA,官方
site_name,Rijksmuseum,荷兰国立博物馆,Rijksmuseum,官方
site_name,"Royal Castle, Warsaw",华沙王宫,"Royal Castle, Warsaw",官方
site_name,Royal Observatory Greenwich,格林尼治皇家天文台,Royal Observatory Greenwich,官方
site_name,Royal Ontario Museum,皇家安大略博物馆,Royal Ontario Museum,官方
site_name,SFMOMA,旧金山现代艺术博物馆,SFMOMA,官方
site_name,Sagrada Família Museum,圣家堂博物馆,Sagrada Família Museum,官方
site_name,Schloss Charlottenburg,夏洛滕堡宫,Schloss Charlottenburg,官方
site_name,Science Museum,科学博物馆,Science Museum,官方
site_name,Scottish National Gallery,苏格兰国家美术馆,Scottish National Gallery,官方
site_name,Shanghai Museum,上海博物馆,Shanghai Museum,官方
site_name,Shanghai Museum East (opened 2024),上海博物馆东馆（2024年开放）,Shanghai Museum East (opened 2024),官方
site_name,Shanghai Museum on People's Square,上海博物馆人民广场馆,Shanghai Museum on People's Square,官方
site_name,Sharjah Museum of Islamic Civilization,沙迦伊斯兰文明博物馆,Sharjah Museum of Islamic Civilization,官方
site_name,Singapore ArtScience Museum,新加坡艺术科学博物馆,Singapore ArtScience Museum,官方
site_name,Sir John Soane's Museum,约翰·索恩爵士博物馆,Sir John Soane's Museum,官方
site_name,Skansen,斯堪森露天博物馆,Skansen,官方
site_name,Smithsonian National Air and Space Museum,史密森尼国家航空航天博物馆,Smithsonian National Air and Space Museum,官方
site_name,Smithsonian National Museum of American History,史密森尼美国国家历史博物馆,Smithsonian National Museum of American History,官方
site_name,Smithsonian National Museum of Natural History,史密森尼国家自然历史博物馆,Smithsonian National Museum of Natural History,官方
site_name,Smithsonian National Zoo (& Conservation),史密森尼国家动物园（及保护生物学研究所）,Smithsonian National Zoo (& Conservation),官方
site_name,Solomon R. Guggenheim Museum,所罗门·R·古根海姆博物馆,Solomon R. Guggenheim Museum,官方
site_name,Somerset House,萨默塞特宫,Somerset House,官方
site_name,State Hermitage Museum,埃尔米塔什博物馆（冬宫）,State Hermitage Museum,官方
site_name,State Russian Museum,俄罗斯国家博物馆,State Russian Museum,官方
site_name,Stedelijk Museum Amsterdam,阿姆斯特丹市立博物馆,Stedelijk Museum Amsterdam,官方
site_name,Sumida Hokusai Museum,墨田北斋美术馆,Sumida Hokusai Museum,官方
site_name,Suzhou Museum,苏州博物馆,Suzhou Museum,官方
site_name,São Paulo Museum of Art,圣保罗艺术博物馆,São Paulo Museum of Art,官方
site_name,Tai Kwun – Centre for Heritage and Arts,大馆——古迹及艺术馆,Tai Kwun – Centre for Heritage and Arts,官方
site_name,Tate Britain,泰特不列颠美术馆,Tate Britain,官方
site_name,Tate Liverpool,泰特利物浦美术馆,Tate Liverpool,官方
site_name,Tate Modern,泰特现代美术馆,Tate Modern,官方
site_name,Te Papa Wai – Ulster Museum,阿尔斯特博物馆,Te Papa Wai – Ulster Museum,存疑
site_name,Tehran Museum of Contemporary Art,德黑兰当代艺术博物馆,Tehran Museum of Contemporary Art,官方
site_name,Tel Aviv Museum of Art,特拉维夫艺术博物馆,Tel Aviv Museum of Art,官方
site_name,The Broad,布罗德美术馆,The Broad,官方
site_name,Thyssen-Bornemisza Museum,提森-博内米萨博物馆,Thyssen-Bornemisza Museum,官方
site_name,Tokyo Metropolitan Art Museum,东京都美术馆,Tokyo Metropolitan Art Museum,官方
site_name,Tokyo National Museum,东京国立博物馆,Tokyo National Museum,官方
site_name,Topkapi Palace Museum,托普卡帕宫博物馆,Topkapi Palace Museum,官方
site_name,Topography of Terror,恐怖地形图纪念馆,Topography of Terror,官方
site_name,Tower of London,伦敦塔,Tower of London,官方
site_name,Tretyakov Gallery,特列季亚科夫画廊,Tretyakov Gallery,官方
site_name,Uffizi Gallery,乌菲齐美术馆,Uffizi Gallery,官方
site_name,United States Holocaust Memorial Museum,美国大屠杀纪念馆,United States Holocaust Memorial Museum,官方
site_name,Upper Belvedere,上美景宫,Upper Belvedere,官方
site_name,Van Gogh Museum,梵高博物馆,Van Gogh Museum,官方
site_name,Vasa Museum,瓦萨沉船博物馆,Vasa Museum,官方
site_name,Vatican Museums,梵蒂冈博物馆,Vatican Museums,官方
site_name,Victoria and Albert Museum,维多利亚与艾尔伯特博物馆,Victoria and Albert Museum,官方
site_name,Vigeland Park (Vigeland Museum),维格兰雕塑公园（维格兰博物馆）,Vigeland Park (Vigeland Museum),官方
site_name,Viking Ship Museum,维京船博物馆,Viking Ship Museum,官方
site_name,Villa Borghese (Galleria Borghese),博尔盖塞美术馆,Villa Borghese (Galleria Borghese),官方
site_name,Walker Art Gallery,沃克美术馆,Walker Art Gallery,官方
site_name,Wallace Collection,华莱士收藏馆,Wallace Collection,官方
site_name,Wawel Castle,瓦维尔城堡,Wawel Castle,官方
site_name,Whitney Museum,惠特尼美国艺术博物馆,Whitney Museum,官方
site_name,Yad Vashem,亚德韦谢姆大屠杀纪念馆,Yad Vashem,官方
site_name,Yves Saint Laurent Museum,伊夫·圣罗兰博物馆,Yves Saint Laurent Museum,官方
site_name,Zeitz Museum of Contemporary Art Africa (Zeitz MOCAA),蔡茨非洲当代艺术博物馆,Zeitz Museum of Contemporary Art Africa (Zeitz MOCAA),官方
site_name,teamLab Planets TOKYO,teamLab Planets 东京,teamLab Planets TOKYO,官方
site_name,三一圣谢尔盖大修道院,三一圣谢尔盖大修道院,Trinity Lavra of St. Sergius,官方
site_name,三坊七巷历史街区,三坊七巷历史街区,Three Lanes and Seven Alleys Historic District,官方
site_name,三星堆博物馆,三星堆博物馆,Sanxingdui Museum,官方
site_name,不丹国家博物馆（塔宗）,不丹国家博物馆（塔宗）,National Museum of Bhutan (Ta Dzong),官方
site_name,不丹国家纺织博物馆,不丹国家纺织博物馆,National Textile Museum of Bhutan,官方
site_name,丝绸交易厅,丝绸交易厅,La Lonja de la Seda (Silk Exchange),官方
site_name,中国文字博物馆,中国文字博物馆,National Museum of Chinese Writing,官方
site_name,中央大街建筑群,中央大街建筑群,"Central Street Historic Architecture, Harbin",AI
site_name,丹布勒金寺石窟,丹布勒金寺石窟,Golden Temple of Dambulla,官方
site_name,丹麦国家博物馆,丹麦国家博物馆,National Museum of Denmark,官方
site_name,丽江古城,丽江古城,Old Town of Lijiang,官方
site_name,乌克兰国家历史博物馆,乌克兰国家历史博物馆,National Museum of the History of Ukraine,官方
site_name,乌兹别克斯坦国家历史博物馆,乌兹别克斯坦国家历史博物馆,State Museum of History of Uzbekistan,官方
site_name,乔治亚·欧姬芙博物馆,乔治亚·欧姬芙博物馆,Georgia O'Keeffe Museum,官方
site_name,九州国立博物馆,九州国立博物馆,Kyushu National Museum,官方
site_name,也门国家博物馆,也门国家博物馆,National Museum of Yemen,官方
site_name,二里头夏都遗址博物馆,二里头夏都遗址博物馆,Erlitou Xia Capital Site Museum,官方
site_name,云冈研究院（云冈石窟）,云冈研究院（云冈石窟）,Yungang Research Institute (Yungang Grottoes),官方
site_name,云南省博物馆,云南省博物馆,Yunnan Provincial Museum,官方
site_name,五台山佛教建筑群（佛光寺 · 南禅寺）,五台山佛教建筑群（佛光寺 · 南禅寺）,Mount Wutai Buddhist Architecture (Foguang Temple · Nanchan Temple),官方
site_name,五大道近代建筑群,五大道近代建筑群,Wudadao Modern Architecture Complex,AI
site_name,亚兹德历史城区,亚兹德历史城区,Historic City of Yazd,官方
site_name,亚历山大图书馆,亚历山大图书馆,Bibliotheca Alexandrina,官方
site_name,亚琛主教座堂,亚琛主教座堂,Aachen Cathedral,官方
site_name,亚美尼亚历史博物馆,亚美尼亚历史博物馆,History Museum of Armenia,官方
site_name,交河故城,交河故城,Jiaohe Ruins,官方
site_name,仓库城,仓库城,Speicherstadt,官方
site_name,仓敷美观地区,仓敷美观地区,Kurashiki Bikan Historical Quarter,官方
site_name,以弗所考古遗址（塞尔苏斯图书馆）,以弗所考古遗址（塞尔苏斯图书馆）,Ephesus Archaeological Site (Library of Celsus),官方
site_name,伊拉克利翁考古博物馆,伊拉克利翁考古博物馆,Heraklion Archaeological Museum,官方
site_name,伊斯兰艺术博物馆,伊斯兰艺术博物馆,Museum of Islamic Art,官方
site_name,伊玛目侯赛因清真寺,伊玛目侯赛因清真寺,Imam Husayn Shrine,官方
site_name,伊玛目广场（纳格什-贾汗广场）,伊玛目广场（纳格什-贾汗广场）,Naqsh-e Jahan Square (Imam Square),官方
site_name,伊玛目礼萨圣陵,伊玛目礼萨圣陵,Imam Reza Shrine,官方
site_name,伊玛目阿里清真寺,伊玛目阿里清真寺,Imam Ali Shrine,官方
site_name,伊禅卡拉内城,伊禅卡拉内城,Itchan Kala,官方
site_name,会安古城,会安古城,Hoi An Ancient Town,官方
site_name,伯尔尼老城,伯尔尼老城,Old City of Bern,官方
site_name,佛牙寺（达拉达·马利加瓦）,佛牙寺（达拉达·马利加瓦）,Temple of the Sacred Tooth Relic (Sri Dalada Maligawa),官方
site_name,佩洛里尼奥历史中心,佩洛里尼奥历史中心,Pelourinho Historic Centre,官方
site_name,佩特拉考古公园,佩特拉考古公园,Petra Archaeological Park,官方
site_name,保加利亚国家历史博物馆,保加利亚国家历史博物馆,"National Museum of History, Bulgaria",官方
site_name,保罗·克利中心,保罗·克利中心,Zentrum Paul Klee,官方
site_name,倭马亚清真寺,倭马亚清真寺,Umayyad Mosque,官方
site_name,先知清真寺,先知清真寺,Al-Masjid an-Nabawi (Prophet's Mosque),官方
site_name,先祖之墓,先祖之墓,Cave of the Patriarchs,官方
site_name,克诺索斯宫遗址,克诺索斯宫遗址,Palace of Knossos,官方
site_name,克鲁姆洛夫城堡与老城,克鲁姆洛夫城堡与老城,Český Krumlov Castle and Historic Centre,官方
site_name,全州国立博物馆,全州国立博物馆,Jeonju National Museum,官方
site_name,全州韩屋村,全州韩屋村,Jeonju Hanok Village,官方
site_name,兰亭,兰亭,Lanting (Orchid Pavilion),官方
site_name,兰斯圣母主教座堂,兰斯圣母主教座堂,Reims Cathedral,官方
site_name,兰纳王国古城,兰纳王国古城,Lanna Kingdom Old City,AI
site_name,兼六园,兼六园,Kenrokuen Garden,官方
site_name,内城,内城,Inner City,存疑
site_name,内姆鲁特山陵墓与巨石头像,内姆鲁特山陵墓与巨石头像,Mount Nemrut Tomb and Colossal Heads,官方
site_name,内罗毕国家博物馆,内罗毕国家博物馆,Nairobi National Museum,官方
site_name,内蒙古博物院,内蒙古博物院,Inner Mongolia Museum,官方
site_name,凡尔赛宫及其园林,凡尔赛宫及其园林,Palace and Park of Versailles,官方
