# 定级理由、变动原因、门类与数据来源
#
# key        —— 原文，去重键，须与源 Excel 逐字一致，不要改
# zh / en    —— 两个语种的文本；原文那一侧已填好，另一侧待译
# confidence —— 官方 / AI / 存疑，只描述「译出来的那一半」
#                官方 = 通行的既定译名（Louvre = 卢浮宫）
#                AI   = 机器翻译，正常可用
#                存疑 = 拿不准，优先人工复核（grep 存疑 即可捞出）
#
# 本文件由 make_translation_skeleton.py 生成与增量更新，可直接手工编辑。
kind,key,zh,en,confidence
tier_reason,"人类最早的大型石构建筑(左塞尔阶梯金字塔),埃及金字塔谱系的起点。","人类最早的大型石构建筑(左塞尔阶梯金字塔),埃及金字塔谱系的起点。",Humanity's earliest large-scale stone structure (the Step Pyramid of Djoser) — the starting point of the Egyptian pyramid lineage.,AI
tier_reason,伊斯兰宫殿建筑与灰泥装饰体系保存最完整者。,伊斯兰宫殿建筑与灰泥装饰体系保存最完整者。,The most completely preserved example of Islamic palace architecture and its stucco decorative system.,AI
tier_reason,"伊斯兰陵墓建筑的世界最高峰,原真性与国际认知度均达顶格。","伊斯兰陵墓建筑的世界最高峰,原真性与国际认知度均达顶格。",The world's supreme achievement in Islamic funerary architecture; both authenticity and international recognition reach the ceiling.,AI
tier_reason,"伦勃朗《夜巡》原址陈列,荷兰黄金时代的唯一完整叙事;2013 年改造后展陈水平居世界前列。","伦勃朗《夜巡》原址陈列,荷兰黄金时代的唯一完整叙事;2013 年改造后展陈水平居世界前列。",Rembrandt's The Night Watch shown in its intended setting — the only complete narrative of the Dutch Golden Age; since the 2013 renovation its display ranks among the world's best.,AI
tier_reason,"何家村窖藏、唐墓壁画馆为世界级;但周秦汉唐核心叙事与秦始皇帝陵博物院、国家博物馆高度重叠,国际认知度中等 → A。原 S 级系继承西安城市排名。","何家村窖藏、唐墓壁画馆为世界级;但周秦汉唐核心叙事与秦始皇帝陵博物院、国家博物馆高度重叠,国际认知度中等 → A。原 S 级系继承西安城市排名。","The Hejiacun hoard and the Tang tomb-mural gallery are world class, but its core Zhou-Qin-Han-Tang narrative overlaps heavily with the Terracotta Army museum and the National Museum of China, and international recognition is moderate → A. The former S tier was inherited from Xi'an's city ranking.",AI
tier_reason,"佩加蒙祭坛、伊什塔尔门为世界级唯一藏品,但全馆自 2023 年闭馆改造(祭坛厅预计 2037 年重开),G3 现状门槛不过 → 按现状降档,重开后重评。","佩加蒙祭坛、伊什塔尔门为世界级唯一藏品,但全馆自 2023 年闭馆改造(祭坛厅预计 2037 年重开),G3 现状门槛不过 → 按现状降档,重开后重评。","The Pergamon Altar and the Ishtar Gate are uniquely world class, but the museum has been closed for renovation since 2023 (the altar hall is expected to reopen in 2037) and fails the G3 current-condition threshold → downgraded on present condition, to be reassessed after reopening.",AI
tier_reason,"俄罗斯民族艺术最大集合,但绝对人次(508 万)受本国人口基数与本地观众为主的结构支撑,去人口化后国际认知度中等 → B。","俄罗斯民族艺术最大集合,但绝对人次(508 万)受本国人口基数与本地观众为主的结构支撑,去人口化后国际认知度中等 → B。","The largest collection of Russian national art, but its 5.08 million absolute visitors rest on the domestic population base and a predominantly local audience; once population-adjusted, international recognition is moderate → B.",AI
tier_reason,"前古典期中美洲最大城市,城市规划与金字塔体系的唯一原型。","前古典期中美洲最大城市,城市规划与金字塔体系的唯一原型。",The largest city of Preclassic Mesoamerica — the sole prototype of its urban planning and pyramid system.,AI
tier_reason,北魏皇家石窟、犍陀罗与中原风格融合的关键节点;与龙门同列 A。,北魏皇家石窟、犍陀罗与中原风格融合的关键节点;与龙门同列 A。,Imperial Northern Wei grottoes and the pivotal juncture where Gandharan and Central Plains styles fused; ranked A alongside Longmen.,AI
tier_reason,"单一艺术家馆,藏品唯一性高但文明叙事覆盖窄;原 S 级来自「50 Best 榜单 + 巴黎城市排名第 6」的叠加继承。","单一艺术家馆,藏品唯一性高但文明叙事覆盖窄;原 S 级来自「50 Best 榜单 + 巴黎城市排名第 6」的叠加继承。","A single-artist museum: high collection uniqueness but narrow civilizational coverage; the former S tier came from compounding the ""50 Best"" listing with Paris's sixth-place city ranking.",AI
tier_reason,"卢舍那大佛与唐代造像巅峰,世界遗产、原址原物——但石窟门类的 S 级名额由莫高窟占据(壁画+藏经洞的唯一性更高),故列 A。原 S 级系继承洛阳城市排名所致。","卢舍那大佛与唐代造像巅峰,世界遗产、原址原物——但石窟门类的 S 级名额由莫高窟占据(壁画+藏经洞的唯一性更高),故列 A。原 S 级系继承洛阳城市排名所致。","The Vairocana Buddha and the summit of Tang sculpture; a World Heritage site with original works in situ — but the S-tier slot for grottoes is held by the Mogao Caves, whose murals and Library Cave are more unique, hence A. The former S tier resulted from inheriting Luoyang's city ranking.",AI
tier_reason,"印加文明的唯一完整城市遗存,原址与景观完整性极高。","印加文明的唯一完整城市遗存,原址与景观完整性极高。",The only complete surviving Inca city; site and landscape integrity are exceptionally high.,AI
tier_reason,"印象派与后印象派的世界唯一最高集合,奥赛火车站原址改造为馆舍设计典范。","印象派与后印象派的世界唯一最高集合,奥赛火车站原址改造为馆舍设计典范。",The world's unrivalled summit collection of Impressionism and Post-Impressionism; the conversion of the former Orsay railway station is a model of museum design.,AI
tier_reason,"原址坑体 + 8000 余尊陶俑,世界唯一,国际认知度与现场震撼度均达上限;评级维持 S。","原址坑体 + 8000 余尊陶俑,世界唯一,国际认知度与现场震撼度均达上限;评级维持 S。","In-situ pits with over 8,000 terracotta figures — unique in the world; both international recognition and on-site impact reach the ceiling; rating held at S.",AI
tier_reason,"原址完整保存的最大规模灭绝营,20 世纪人类记忆的不可替代见证,世界遗产;归入遗址赛道。","原址完整保存的最大规模灭绝营,20 世纪人类记忆的不可替代见证,世界遗产;归入遗址赛道。",The largest extermination camp preserved intact in situ — an irreplaceable witness to twentieth-century human memory and a World Heritage site; assigned to the heritage-site track.,AI
tier_reason,"同上;毕加索作品在巴塞罗那、马拉加、马德里均有重要分布,不具唯一性。","同上;毕加索作品在巴塞罗那、马拉加、马德里均有重要分布,不具唯一性。","As above; significant Picasso holdings are spread across Barcelona, Málaga and Madrid, so no single site is unique.",AI
tier_reason,"后母戊鼎、四羊方尊、大盂鼎;中华文明通史陈列的唯一最完整承载体,143 万件藏品。","后母戊鼎、四羊方尊、大盂鼎;中华文明通史陈列的唯一最完整承载体,143 万件藏品。","The Houmuwu ding, the Four-Ram Square Zun and the Da Yu ding; the single most complete vehicle for a general history of Chinese civilisation, with 1.43 million objects.",AI
tier_reason,"哈布斯堡皇室收藏,勃鲁盖尔世界最大集合 + 维米尔《绘画艺术》。","哈布斯堡皇室收藏,勃鲁盖尔世界最大集合 + 维米尔《绘画艺术》。",The Habsburg imperial collection: the world's largest holding of Bruegel plus Vermeer's The Art of Painting.,AI
tier_reason,"图坦卡蒙全套 5000+ 件首次完整展出,吉萨原址对景;2025 年全面开放后为世界最大单一文明考古博物馆。","图坦卡蒙全套 5000+ 件首次完整展出,吉萨原址对景;2025 年全面开放后为世界最大单一文明考古博物馆。","The complete Tutankhamun assemblage of over 5,000 objects shown in full for the first time, sited in view of the Giza plateau; on full opening in 2025 it becomes the world's largest archaeological museum devoted to a single civilisation.",AI
tier_reason,"图坦卡蒙全套等核心珍品已于 2024–2025 年迁往大埃及博物馆,按现状评级降至 A。","图坦卡蒙全套等核心珍品已于 2024–2025 年迁往大埃及博物馆,按现状评级降至 A。","Core treasures including the complete Tutankhamun assemblage were transferred to the Grand Egyptian Museum in 2024–2025; rated on present condition, it falls to A.",AI
tier_reason,"地区级综合馆。母鼓方罍、曹魏白玉杯等为馆藏精品,但十三朝都城的核心实物证据分散于龙门石窟、二里头与国家级馆藏,本馆不具备全球唯一见证物,G1 唯一性门槛不过 → B。原 S 级完全来自洛阳的城市排名继承。","地区级综合馆。母鼓方罍、曹魏白玉杯等为馆藏精品,但十三朝都城的核心实物证据分散于龙门石窟、二里头与国家级馆藏,本馆不具备全球唯一见证物,G1 唯一性门槛不过 → B。原 S 级完全来自洛阳的城市排名继承。","A regional general museum. The Mugu square lei and the Cao-Wei white jade cup are fine holdings, but the core material evidence of the thirteen-dynasty capital is dispersed among the Longmen Grottoes, Erlitou and national collections; the museum holds no globally unique witness object and fails the G1 uniqueness threshold → B. The former S tier came entirely from inheriting Luoyang's city ranking.",AI
tier_reason,委拉斯开兹《宫娥》、戈雅黑色绘画、博斯《人间乐园》;西班牙与佛兰德斯绘画的世界唯一最高集合。,委拉斯开兹《宫娥》、戈雅黑色绘画、博斯《人间乐园》;西班牙与佛兰德斯绘画的世界唯一最高集合。,"Velázquez's Las Meninas, Goya's Black Paintings and Bosch's The Garden of Earthly Delights; the world's unrivalled summit collection of Spanish and Flemish painting.",AI
tier_reason,"帕特农神庙雕刻原件与原址对景陈列,考古博物馆建筑学范式;国际访客占比约八成,人口标准化人流量居全球前列——原评级仅因绝对人次(200 万)落入 B 档,属算法缺陷。","帕特农神庙雕刻原件与原址对景陈列,考古博物馆建筑学范式;国际访客占比约八成,人口标准化人流量居全球前列——原评级仅因绝对人次(200 万)落入 B 档,属算法缺陷。","Original Parthenon sculptures displayed in sight of the monument itself; a paradigm of archaeological museum architecture. International visitors make up about 80 per cent and its population-normalised footfall ranks among the world's highest — the former rating fell to B solely on absolute visitor numbers (2 million), an algorithmic defect.",AI
tier_reason,"庞贝与赫库兰尼姆壁画马赛克原件(亚历山大马赛克)+ 法尔内塞古典雕塑收藏,罗马考古世界第一。","庞贝与赫库兰尼姆壁画马赛克原件(亚历山大马赛克)+ 法尔内塞古典雕塑收藏,罗马考古世界第一。",Original frescoes and mosaics from Pompeii and Herculaneum (the Alexander Mosaic) plus the Farnese collection of classical sculpture — first in the world for Roman archaeology.,AI
tier_reason,"开罗之外世界第二大埃及收藏,且为全球唯一专事埃及文明的独立博物馆。","开罗之外世界第二大埃及收藏,且为全球唯一专事埃及文明的独立博物馆。","The world's second-largest Egyptian collection outside Cairo, and the only free-standing museum anywhere devoted exclusively to Egyptian civilisation.",AI
tier_reason,强项:保存状况与可达性6.0、原真性与完整性5.5;弱项:国际认知指数1.5。,强项:保存状况与可达性6.0、原真性与完整性5.5;弱项:国际认知指数1.5。,"Strengths: Conservation & Accessibility 6.0, Authenticity & Integrity 5.5; Weakness: International Recognition Index 1.5.",官方
tier_reason,强项:保存状况与可达性6.0、阐释与配套5.5;弱项:原真性与完整性4.0。,强项:保存状况与可达性6.0、阐释与配套5.5;弱项:原真性与完整性4.0。,"Strengths: Conservation & Accessibility 6.0, Interpretation & Facilities 5.5; Weakness: Authenticity & Integrity 4.0.",官方
tier_reason,强项:保存状况与可达性6.5、原真性与完整性6.0;弱项:国际认知指数2.0。,强项:保存状况与可达性6.5、原真性与完整性6.0;弱项:国际认知指数2.0。,"Strengths: Conservation & Accessibility 6.5, Authenticity & Integrity 6.0; Weakness: International Recognition Index 2.0.",官方
tier_reason,强项:保存状况与可达性6.5、现场震撼度5.5;弱项:国际认知指数3.0。,强项:保存状况与可达性6.5、现场震撼度5.5;弱项:国际认知指数3.0。,"Strengths: Conservation & Accessibility 6.5, On-site Impact 5.5; Weakness: International Recognition Index 3.0.",官方
tier_reason,强项:保存状况与可达性7.0、原真性与完整性6.0;弱项:国际认知指数3.0。,强项:保存状况与可达性7.0、原真性与完整性6.0;弱项:国际认知指数3.0。,"Strengths: Conservation & Accessibility 7.0, Authenticity & Integrity 6.0; Weakness: International Recognition Index 3.0.",官方
tier_reason,强项:保存状况与可达性7.0、原真性与完整性6.5;弱项:国际认知指数3.5。,强项:保存状况与可达性7.0、原真性与完整性6.5;弱项:国际认知指数3.5。,"Strengths: Conservation & Accessibility 7.0, Authenticity & Integrity 6.5; Weakness: International Recognition Index 3.5.",官方
tier_reason,强项:保存状况与可达性7.0、原真性与完整性6.5;弱项:国际认知指数4.0。,强项:保存状况与可达性7.0、原真性与完整性6.5;弱项:国际认知指数4.0。,"Strengths: Conservation & Accessibility 7.0, Authenticity & Integrity 6.5; Weakness: International Recognition Index 4.0.",官方
tier_reason,强项:保存状况与可达性7.0、现场震撼度6.5;弱项:国际认知指数2.5。,强项:保存状况与可达性7.0、现场震撼度6.5;弱项:国际认知指数2.5。,"Strengths: Conservation & Accessibility 7.0, On-site Impact 6.5; Weakness: International Recognition Index 2.5.",官方
tier_reason,强项:保存状况与可达性7.0、现场震撼度6.5;弱项:国际认知指数3.5。,强项:保存状况与可达性7.0、现场震撼度6.5;弱项:国际认知指数3.5。,"Strengths: Conservation & Accessibility 7.0, On-site Impact 6.5; Weakness: International Recognition Index 3.5.",官方
tier_reason,强项:保存状况与可达性7.5、原真性与完整性7.0;弱项:国际认知指数3.5。,强项:保存状况与可达性7.5、原真性与完整性7.0;弱项:国际认知指数3.5。,"Strengths: Conservation & Accessibility 7.5, Authenticity & Integrity 7.0; Weakness: International Recognition Index 3.5.",官方
tier_reason,强项:保存状况与可达性7.5、原真性与完整性7.0;弱项:国际认知指数4.0。,强项:保存状况与可达性7.5、原真性与完整性7.0;弱项:国际认知指数4.0。,"Strengths: Conservation & Accessibility 7.5, Authenticity & Integrity 7.0; Weakness: International Recognition Index 4.0.",官方
tier_reason,强项:保存状况与可达性7.5、原真性与完整性7.0;弱项:国际认知指数4.5。,强项:保存状况与可达性7.5、原真性与完整性7.0;弱项:国际认知指数4.5。,"Strengths: Conservation & Accessibility 7.5, Authenticity & Integrity 7.0; Weakness: International Recognition Index 4.5.",官方
tier_reason,强项:保存状况与可达性7.5、文明地位(OUV)6.5;弱项:原真性与完整性4.5。,强项:保存状况与可达性7.5、文明地位(OUV)6.5;弱项:原真性与完整性4.5。,"Strengths: Conservation & Accessibility 7.5, Civilizational Significance (OUV) 6.5; Weakness: Authenticity & Integrity 4.5.",官方
tier_reason,强项:保存状况与可达性7.5、现场震撼度7.0;弱项:国际认知指数3.5。,强项:保存状况与可达性7.5、现场震撼度7.0;弱项:国际认知指数3.5。,"Strengths: Conservation & Accessibility 7.5, On-site Impact 7.0; Weakness: International Recognition Index 3.5.",官方
tier_reason,强项:原真性与完整性5.5、文明地位(OUV)5.5;弱项:国际认知指数1.5。,强项:原真性与完整性5.5、文明地位(OUV)5.5;弱项:国际认知指数1.5。,"Strengths: Authenticity & Integrity 5.5, Civilizational Significance (OUV) 5.5; Weakness: International Recognition Index 1.5.",官方
tier_reason,强项:原真性与完整性6.0、保存状况与可达性6.0;弱项:国际认知指数1.5。,强项:原真性与完整性6.0、保存状况与可达性6.0;弱项:国际认知指数1.5。,"Strengths: Authenticity & Integrity 6.0, Conservation & Accessibility 6.0; Weakness: International Recognition Index 1.5.",官方
tier_reason,强项:原真性与完整性6.0、保存状况与可达性6.0;弱项:国际认知指数2.0。,强项:原真性与完整性6.0、保存状况与可达性6.0;弱项:国际认知指数2.0。,"Strengths: Authenticity & Integrity 6.0, Conservation & Accessibility 6.0; Weakness: International Recognition Index 2.0.",官方
tier_reason,强项:原真性与完整性6.0、文明地位(OUV)5.5;弱项:国际认知指数2.0。,强项:原真性与完整性6.0、文明地位(OUV)5.5;弱项:国际认知指数2.0。,"Strengths: Authenticity & Integrity 6.0, Civilizational Significance (OUV) 5.5; Weakness: International Recognition Index 2.0.",官方
tier_reason,强项:原真性与完整性6.0、文明地位(OUV)6.0;弱项:国际认知指数3.5。,强项:原真性与完整性6.0、文明地位(OUV)6.0;弱项:国际认知指数3.5。,"Strengths: Authenticity & Integrity 6.0, Civilizational Significance (OUV) 6.0; Weakness: International Recognition Index 3.5.",官方
tier_reason,强项:原真性与完整性6.0、现场震撼度5.5;弱项:国际认知指数2.0。,强项:原真性与完整性6.0、现场震撼度5.5;弱项:国际认知指数2.0。,"Strengths: Authenticity & Integrity 6.0, On-site Impact 5.5; Weakness: International Recognition Index 2.0.",官方
tier_reason,强项:原真性与完整性6.5、保存状况与可达性6.5;弱项:国际认知指数2.0。,强项:原真性与完整性6.5、保存状况与可达性6.5;弱项:国际认知指数2.0。,"Strengths: Authenticity & Integrity 6.5, Conservation & Accessibility 6.5; Weakness: International Recognition Index 2.0.",官方
tier_reason,强项:原真性与完整性6.5、保存状况与可达性6.5;弱项:国际认知指数3.0。,强项:原真性与完整性6.5、保存状况与可达性6.5;弱项:国际认知指数3.0。,"Strengths: Authenticity & Integrity 6.5, Conservation & Accessibility 6.5; Weakness: International Recognition Index 3.0.",官方
tier_reason,强项:原真性与完整性6.5、保存状况与可达性6.5;弱项:国际认知指数4.0。,强项:原真性与完整性6.5、保存状况与可达性6.5;弱项:国际认知指数4.0。,"Strengths: Authenticity & Integrity 6.5, Conservation & Accessibility 6.5; Weakness: International Recognition Index 4.0.",官方
tier_reason,强项:原真性与完整性6.5、文明地位(OUV)6.0;弱项:国际认知指数2.0。,强项:原真性与完整性6.5、文明地位(OUV)6.0;弱项:国际认知指数2.0。,"Strengths: Authenticity & Integrity 6.5, Civilizational Significance (OUV) 6.0; Weakness: International Recognition Index 2.0.",官方
tier_reason,强项:原真性与完整性6.5、文明地位(OUV)6.0;弱项:国际认知指数2.5。,强项:原真性与完整性6.5、文明地位(OUV)6.0;弱项:国际认知指数2.5。,"Strengths: Authenticity & Integrity 6.5, Civilizational Significance (OUV) 6.0; Weakness: International Recognition Index 2.5.",官方
tier_reason,强项:原真性与完整性6.5、文明地位(OUV)6.0;弱项:国际认知指数3.0。,强项:原真性与完整性6.5、文明地位(OUV)6.0;弱项:国际认知指数3.0。,"Strengths: Authenticity & Integrity 6.5, Civilizational Significance (OUV) 6.0; Weakness: International Recognition Index 3.0.",官方
tier_reason,强项:原真性与完整性6.5、文明地位(OUV)6.5;弱项:国际认知指数3.0。,强项:原真性与完整性6.5、文明地位(OUV)6.5;弱项:国际认知指数3.0。,"Strengths: Authenticity & Integrity 6.5, Civilizational Significance (OUV) 6.5; Weakness: International Recognition Index 3.0.",官方
tier_reason,强项:原真性与完整性6.5、文明地位(OUV)6.5;弱项:国际认知指数3.5。,强项:原真性与完整性6.5、文明地位(OUV)6.5;弱项:国际认知指数3.5。,"Strengths: Authenticity & Integrity 6.5, Civilizational Significance (OUV) 6.5; Weakness: International Recognition Index 3.5.",官方
tier_reason,强项:原真性与完整性6.5、现场震撼度6.0;弱项:国际认知指数2.0。,强项:原真性与完整性6.5、现场震撼度6.0;弱项:国际认知指数2.0。,"Strengths: Authenticity & Integrity 6.5, On-site Impact 6.0; Weakness: International Recognition Index 2.0.",官方
tier_reason,强项:原真性与完整性6.5、现场震撼度6.5;弱项:国际认知指数2.0。,强项:原真性与完整性6.5、现场震撼度6.5;弱项:国际认知指数2.0。,"Strengths: Authenticity & Integrity 6.5, On-site Impact 6.5; Weakness: International Recognition Index 2.0.",官方
tier_reason,强项:原真性与完整性6.5、现场震撼度6.5;弱项:国际认知指数3.0。,强项:原真性与完整性6.5、现场震撼度6.5;弱项:国际认知指数3.0。,"Strengths: Authenticity & Integrity 6.5, On-site Impact 6.5; Weakness: International Recognition Index 3.0.",官方
tier_reason,强项:原真性与完整性6.5、现场震撼度6.5;弱项:国际认知指数3.0。(按机构层级与榜单信号的默认参数估分),强项:原真性与完整性6.5、现场震撼度6.5;弱项:国际认知指数3.0。(按机构层级与榜单信号的默认参数估分),"Strengths: Authenticity & Integrity 6.5, On-site Impact 6.5; Weakness: International Recognition Index 3.0. (scored with default parameters derived from institutional tier and ranking signals)",官方
tier_reason,强项:原真性与完整性6.5、现场震撼度6.5;弱项:国际认知指数3.5。,强项:原真性与完整性6.5、现场震撼度6.5;弱项:国际认知指数3.5。,"Strengths: Authenticity & Integrity 6.5, On-site Impact 6.5; Weakness: International Recognition Index 3.5.",官方
tier_reason,强项:原真性与完整性6.5、现场震撼度6.5;弱项:国际认知指数4.5。,强项:原真性与完整性6.5、现场震撼度6.5;弱项:国际认知指数4.5。,"Strengths: Authenticity & Integrity 6.5, On-site Impact 6.5; Weakness: International Recognition Index 4.5.",官方
tier_reason,强项:原真性与完整性7.0、保存状况与可达性6.5;弱项:国际认知指数3.0。,强项:原真性与完整性7.0、保存状况与可达性6.5;弱项:国际认知指数3.0。,"Strengths: Authenticity & Integrity 7.0, Conservation & Accessibility 6.5; Weakness: International Recognition Index 3.0.",官方
tier_reason,强项:原真性与完整性7.0、保存状况与可达性7.0;弱项:国际认知指数3.0。,强项:原真性与完整性7.0、保存状况与可达性7.0;弱项:国际认知指数3.0。,"Strengths: Authenticity & Integrity 7.0, Conservation & Accessibility 7.0; Weakness: International Recognition Index 3.0.",官方
tier_reason,强项:原真性与完整性7.0、保存状况与可达性7.0;弱项:国际认知指数3.5。,强项:原真性与完整性7.0、保存状况与可达性7.0;弱项:国际认知指数3.5。,"Strengths: Authenticity & Integrity 7.0, Conservation & Accessibility 7.0; Weakness: International Recognition Index 3.5.",官方
tier_reason,强项:原真性与完整性7.0、保存状况与可达性7.0;弱项:国际认知指数4.5。,强项:原真性与完整性7.0、保存状况与可达性7.0;弱项:国际认知指数4.5。,"Strengths: Authenticity & Integrity 7.0, Conservation & Accessibility 7.0; Weakness: International Recognition Index 4.5.",官方
tier_reason,强项:原真性与完整性7.0、文明地位(OUV)6.0;弱项:国际认知指数2.5。,强项:原真性与完整性7.0、文明地位(OUV)6.0;弱项:国际认知指数2.5。,"Strengths: Authenticity & Integrity 7.0, Civilizational Significance (OUV) 6.0; Weakness: International Recognition Index 2.5.",官方
tier_reason,强项:原真性与完整性7.0、文明地位(OUV)6.5;弱项:国际认知指数2.5。,强项:原真性与完整性7.0、文明地位(OUV)6.5;弱项:国际认知指数2.5。,"Strengths: Authenticity & Integrity 7.0, Civilizational Significance (OUV) 6.5; Weakness: International Recognition Index 2.5.",官方
tier_reason,强项:原真性与完整性7.0、文明地位(OUV)6.5;弱项:国际认知指数3.0。,强项:原真性与完整性7.0、文明地位(OUV)6.5;弱项:国际认知指数3.0。,"Strengths: Authenticity & Integrity 7.0, Civilizational Significance (OUV) 6.5; Weakness: International Recognition Index 3.0.",官方
tier_reason,强项:原真性与完整性7.0、文明地位(OUV)6.5;弱项:国际认知指数3.5。,强项:原真性与完整性7.0、文明地位(OUV)6.5;弱项:国际认知指数3.5。,"Strengths: Authenticity & Integrity 7.0, Civilizational Significance (OUV) 6.5; Weakness: International Recognition Index 3.5.",官方
tier_reason,强项:原真性与完整性7.0、文明地位(OUV)7.0;弱项:国际认知指数3.0。,强项:原真性与完整性7.0、文明地位(OUV)7.0;弱项:国际认知指数3.0。,"Strengths: Authenticity & Integrity 7.0, Civilizational Significance (OUV) 7.0; Weakness: International Recognition Index 3.0.",官方
tier_reason,强项:原真性与完整性7.0、文明地位(OUV)7.0;弱项:国际认知指数3.5。,强项:原真性与完整性7.0、文明地位(OUV)7.0;弱项:国际认知指数3.5。,"Strengths: Authenticity & Integrity 7.0, Civilizational Significance (OUV) 7.0; Weakness: International Recognition Index 3.5.",官方
tier_reason,强项:原真性与完整性7.0、文明地位(OUV)7.0;弱项:国际认知指数3.5。现状:战乱损毁或不可安全参观(总分×0.88)。,强项:原真性与完整性7.0、文明地位(OUV)7.0;弱项:国际认知指数3.5。现状:战乱损毁或不可安全参观(总分×0.88)。,"Strengths: Authenticity & Integrity 7.0, Civilizational Significance (OUV) 7.0; Weakness: International Recognition Index 3.5. Status: damaged by conflict or not safely visitable (total score ×0.88).",官方
tier_reason,强项:原真性与完整性7.0、现场震撼度6.0;弱项:国际认知指数2.5。,强项:原真性与完整性7.0、现场震撼度6.0;弱项:国际认知指数2.5。,"Strengths: Authenticity & Integrity 7.0, On-site Impact 6.0; Weakness: International Recognition Index 2.5.",官方
tier_reason,强项:原真性与完整性7.0、现场震撼度6.5;弱项:国际认知指数2.5。,强项:原真性与完整性7.0、现场震撼度6.5;弱项:国际认知指数2.5。,"Strengths: Authenticity & Integrity 7.0, On-site Impact 6.5; Weakness: International Recognition Index 2.5.",官方
tier_reason,强项:原真性与完整性7.0、现场震撼度6.5;弱项:国际认知指数3.0。,强项:原真性与完整性7.0、现场震撼度6.5;弱项:国际认知指数3.0。,"Strengths: Authenticity & Integrity 7.0, On-site Impact 6.5; Weakness: International Recognition Index 3.0.",官方
